u1_5nodes_1,u1_5nodes_2,u1_5nodes_3,u1_5nodes_4,u1_5nodes_5,u1_5nodes_6,u1_5nodes_7,u1_5nodes_8,u1_5nodes_9,u1_5nodes_10,u2_5nodes_1,u2_5nodes_2,u2_5nodes_3,u2_5nodes_4,u2_5nodes_5,u2_5nodes_6,u2_5nodes_7,u2_5nodes_8,u2_5nodes_9,u2_5nodes_10
-0.0341677076791963,-0.0202981539627951,-0.0239434236643531,-0.0236036903205414,-0.0191122152401685,-0.0286179301644232,-0.0175570345070146,-0.0279042284356996,0.00792166102266817,-0.0126304828544488,0.00788589693485056,0.0185794271889366,0.017221682928045,0.0296690102223517,0.0193159151157308,0.0277849353498749,0.0192604886159122,0.0326246567401188,0.0188740297840043,0.028319500244483
-0.0276112748055485,-0.0166508741612486,-0.0211316667429372,-0.0260217405778947,-0.0181272791507315,-0.025500637841943,-0.0167026977850784,-0.0286907449953117,0.016805128292689,-0.00582472842925707,-0.0127495204622527,0.0203529222631199,0.0146859271734606,0.0203335736492212,0.0194684044242653,0.0247202083459786,0.0187509869705587,0.0276651981529952,0.0187214719134341,0.0275818681284214
-0.0256857779005914,-0.017308428327968,-0.0228381599540371,-0.0266491127442259,-0.0197677639695933,-0.0293539081525224,-0.015140234177745,-0.0240829450901821,0.0150725115445472,-0.00725159196131179,0.0054788405387401,0.0187787353384356,0.0183678677070764,0.0235933758691538,0.0315475228960063,0.0122394769959356,0.0309602602546404,0.0197520302965528,0.0179876661884654,0.0276952065137116
-0.0224660311287138,-0.0179411977787867,-0.0206380291148203,-0.0231590480062296,-0.0173714133236904,-0.0299973932071048,0.0012206364527535,-0.0215051426148562,0.0284809331751206,-0.00698506015702568,-0.011230860433185,0.0222276349296897,0.0121968673888072,0.0240382370057461,0.0157296886853439,0.0279667589933947,0.0190879388417255,0.0264542899030164,0.0219848134752761,0.0231283748787345
-0.0300658110193459,-0.014496463927852,-0.0235898295821071,-0.0195603766462079,-0.0196299415180309,-0.0240005472419993,-0.0179795624698288,-0.0289462661613188,0.000640455294170458,-0.0195667550956431,-0.0186427360273771,0.0203775023699705,0.00347698621532416,0.0284878034647317,0.0175482811533543,0.0246412101960917,0.0191368568911947,0.0259857763535604,0.0251158070861198,0.0202181828213999
-0.0260718714741498,-0.0136430690511768,-0.0207747151252899,-0.0201356030154044,-0.0183577912728126,-0.0273212786054702,-0.0184674386335779,-0.030874423380587,0.00417515946517317,-0.0165578550109045,-0.020285814566663,0.012064385271423,0.0101559154195124,0.0255103519142457,0.0156442008013527,0.0265985438156853,0.0197226672654811,0.0288519081051679,0.0201454088064759,0.0255260127164939
-0.0236735272109752,-0.020320683947496,-0.0206967810830998,-0.0231925412424408,-0.0173163049369482,-0.0268430755834561,-0.00200874942086748,-0.0225312059561591,0.0139283539640185,-0.0130350438851377,-0.0152299666430059,0.0212914765780105,0.00361429067039981,0.0261267688404311,0.0113997018743925,0.0270388404085176,0.0173843697166649,0.0260536920117564,0.018564359528528,0.0254575551160128
-0.0370415310573675,-0.00745261016718399,-0.0265950264721726,-0.0160064500105171,-0.0208573715771181,-0.0208325419744234,-0.0178093148810901,-0.0274190586798112,0.00649991796435871,-0.0186518592274791,-0.020682942176717,0.0201506913134359,0.00781017385846604,0.0297827298633078,0.0149206559157548,0.0280874861983481,0.0173644148006995,0.0267261888523672,0.0349612965703121,0.0122566470813037
-0.0294940181945794,-0.0150907869948516,-0.0222012117721491,-0.0227015323234993,-0.0179033732710413,-0.0259927007038876,-0.00588181686289299,-0.0227875114454869,0.00870467086303517,-0.0193160416171501,-0.0175400056549878,0.0190844064838189,0.00477248972466469,0.0271552327691959,0.0168969669235276,0.0255259486779326,0.0168851476158676,0.0255554572707174,0.0310029649341798,0.0143858287053542
-0.0349711109664216,-0.0107012575199224,-0.0279185499643121,-0.0157844575296158,-0.0220690759852379,-0.0211715885879398,-0.0170896392363385,-0.0280462570460199,0.00620181479360382,-0.0186258195808486,-0.0161341514890833,0.0180540300850955,0.00649027536344439,0.0252810864965511,0.0146007312475397,0.02363418970273,0.0223642156238936,0.0218172133951436,0.0326013369369174,0.0119361342587399
-0.0342646481723397,-0.0126800938153923,-0.0263121572732449,-0.0237611775390952,-0.0203337391085751,-0.0262155670253145,-0.0106323761376094,-0.023828068245877,0.00918924513488974,-0.0165898534362754,-0.00901370945353202,0.0249253332764358,0.0165471567972134,0.0201232225427157,0.0179977680437156,0.0257021386582738,0.0201629729151188,0.0269349891742622,0.0197084635643231,0.028671156254909
-0.0309037773556478,-0.0210994248025626,-0.0205827773137029,-0.0283118735090371,-0.00489280457575247,-0.0279354501051066,0.0265143656965924,-0.0240797289755218,0.0537746218924778,-0.0188851940723973,-0.0127504437849778,0.0232983564682465,0.00991436583927323,0.027163685632411,0.0166156052742215,0.0262142431214993,0.0195765506260779,0.0266388779557341,0.0321617712540847,0.0139813640193978
