u1_5nodes_1,u1_5nodes_2,u1_5nodes_3,u1_5nodes_4,u1_5nodes_5,u1_5nodes_6,u1_5nodes_7,u1_5nodes_8,u1_5nodes_9,u1_5nodes_10,u2_5nodes_1,u2_5nodes_2,u2_5nodes_3,u2_5nodes_4,u2_5nodes_5,u2_5nodes_6,u2_5nodes_7,u2_5nodes_8,u2_5nodes_9,u2_5nodes_10
0.0310413556327912,0.00186912646622158,-0.000270577190704735,0.0120431207855258,-0.0285194375347663,0.00823900866223158,0.0192925545360503,0.00870877186668993,-0.0220002777274572,-0.0185552617630819,0.0284375464512458,0.0203929534325195,0.0278914964827146,0.0183522061107804,0.0310658834984776,0.0175187933174247,0.0311552724101673,0.0182014728275651,0.0313257018254834,0.0207687556991982
-0.0342494858417664,-0.00176448537933757,-0.019469748640572,0.000464133240000915,-0.00675972131156559,-0.00144146573125864,0.00743795656586613,-0.002334898994897,0.0218644554087468,0.003205563477285,-0.0164970841902039,0.0211261496918829,0.00133920715366343,0.0278610534486326,0.0101966955480608,0.0273047816774117,0.0170049331042206,0.0266275580674541,0.0220348311725438,0.024288565432189
-0.0296273885099664,0.000285662680765152,-0.0200506891969354,0.00434767660088538,-0.000879722526699736,0.00471165553318599,0.0206673244413075,0.0071181267246293,0.0311253491980298,0.0068136075611073,-0.0278589953213107,0.00999828760739152,-0.00209675940773639,0.0225082822928924,0.0161331043848796,0.0257208085841947,0.0223755952263987,0.0257502118606565,0.0328506495609324,0.0151379392935838
-0.037291345090209,-0.00510759005150843,-0.0209786799871377,-0.0161114481702015,-0.0113522711416616,-0.0189147873954769,0.00183441079259049,-0.0186596574654605,0.021944946141997,-0.0210976664260604,-0.0262165151594253,0.0114096753853606,-0.0104277926570874,0.0192608205969881,0.00106188163450603,0.0214972985778457,0.0157550663621187,0.0193276018815973,0.0296732402580131,0.0194376544452151
-0.040603627648656,-0.0121023205947524,-0.0257200246196064,-0.0216105079607153,-0.0100164754663462,-0.0263927158825466,0.00463767370196546,-0.0243855428027526,0.0250339286221122,-0.0142523199146667,-0.0315287461489072,0.00936520833802384,-0.0105483528539887,0.0233206438792182,0.00580725896344319,0.0297344257538017,0.0224038928011199,0.0291726846350174,0.0370881048647057,0.0160245000388768
-0.0422628740760286,-0.0132870887344779,-0.0243862311344637,-0.0217626133658316,-0.0091757385816914,-0.0262139674499935,0.0103914411280294,-0.0201376509224137,0.0261093533425858,-0.00725791867500289,-0.0322148130376475,0.00614128911751478,-0.00998003489429412,0.0213021360540047,0.00579089666645161,0.0296893713063228,0.0212628988593729,0.0303571245985577,0.0343982914119849,0.0206893735137956
-0.0403640352774776,-0.0155542776146553,-0.0213002196075765,-0.0228533137516781,-0.00773981620188603,-0.025782545490835,0.013910777648326,-0.0208116883794815,0.0316723654850838,-0.00704077556039103,-0.0337310385680909,0.012762575880574,-0.00775889907209217,0.032008070806298,0.0119291091602153,0.0346066017978384,0.0341496450116611,0.01917518347912,0.0409564950661148,0.00640970091449111
-0.0406942796684192,-0.0141236909766508,-0.0230786197884846,-0.0245288630142203,-0.00725291800230577,-0.0287631900440519,0.010785358206596,-0.023574342295816,0.0239600552890154,-0.012930863943084,-0.0329344121042109,0.0178389037744839,-0.00893609674483936,0.0319829640933576,0.0140512651270366,0.0322229528160807,0.0341272075777147,0.0153838440671399,0.0364933847870777,0.0118182007003019
-0.0340005652730631,-0.01499621442435,-0.0157159151818113,-0.0252699383972849,0.00209081419463993,-0.0296779723933088,0.0185093970871571,-0.0217243195621406,0.0312706843535299,-0.00958406752667338,-0.0340387878092288,0.016112472062378,-0.0150867137650917,0.0321600220117895,0.00108419389901286,0.0358580396004312,0.0202708699783595,0.0347059932934962,0.0340113671611213,0.0219805168449545
-0.0431510645784962,-0.00980950393785833,-0.0239520012875873,-0.0230225339906022,-0.0033201881398684,-0.0273606196538811,0.0148676443992646,-0.019153043723472,0.0302951339934588,-0.00592022435819398,-0.0278975851668966,0.0240218530152533,-0.000526605190964214,0.0383482026519757,0.0161510844285378,0.0351472123891273,0.0321667088996744,0.0197407128381861,0.0415589203463034,0.00805198385295642
