u1_5nodes_1,u1_5nodes_2,u1_5nodes_3,u1_5nodes_4,u1_5nodes_5,u1_5nodes_6,u1_5nodes_7,u1_5nodes_8,u1_5nodes_9,u1_5nodes_10,u2_5nodes_1,u2_5nodes_2,u2_5nodes_3,u2_5nodes_4,u2_5nodes_5,u2_5nodes_6,u2_5nodes_7,u2_5nodes_8,u2_5nodes_9,u2_5nodes_10
-0.0149810298008172,0.0160607489206318,-0.00784167569192424,0.0162170929729779,0.00829247056882784,0.0139330088295003,0.0177137772063839,0.0123921113633403,0.0307525863586813,0.00270567514569678,-0.0316100078668718,0.00959844250687929,-0.0134826362386435,0.0238499636979954,0.00648477950178541,0.0297313361366789,0.0302919988394276,0.023600062300833,0.0382871812369148,0.0219771963847718
-0.0334675728575339,0.00117765584429673,-0.0227909037910358,-0.000785363573529391,-0.016242619039886,-0.0015963514324533,0.00162342015199794,-0.00257490494767656,0.0224317549183231,-0.0031868106414255,-0.031756166296213,0.00665224311111615,-0.0104425879112932,0.0104896804397244,0.00188148422089656,0.0230313948962189,0.017988149597849,0.0242722685994579,0.0386925077531647,0.01832576629841
-0.0268434439600865,-0.0135152862526744,-0.0164879863502903,-0.020872705267458,-0.0113081423169639,-0.0225076797914827,0.0064265879647056,-0.025813675326603,0.0270045598089501,-0.0229092127823888,-0.0291113378653152,0.0150336350354227,-0.0124279539531029,0.0268854796970226,0.000448822590751976,0.0289488847582437,0.0294929717075375,0.0233074041835579,0.0430840049524074,0.0153524396834803
-0.0391273698114863,-0.00741913341047091,-0.0274249660991672,-0.0193881941668791,-0.0138016340082241,-0.0280801382665235,0.00142598687130587,-0.0341018299254041,0.0253459991079091,-0.0300821766172341,-0.0348049809140913,0.0178674799373666,-0.0226923491933202,0.0330672652813273,-0.0042542940880087,0.0361178881307277,0.0244452767627194,0.0266372972534912,0.039665391124248,0.0203923344683621
-0.044708494940346,-0.0148807732410626,-0.0295479626226805,-0.0223856660863291,-0.013532778052039,-0.0266166060909494,0.00290371710029411,-0.0269780408377972,0.0172157734755058,-0.0239252297379701,-0.029253946750055,0.0141474142402614,-0.00624776597340239,0.0251478683399405,0.0195100695176756,0.0228692630261537,0.0389059239551277,0.0155626377217243,0.0472125472388495,0.00588379868269421
-0.0225159930149399,-0.0229354808508129,0.0120526375833481,-0.0227862777487095,0.031085903655795,-0.0109284527967852,0.0330459719063332,-0.00508267140557262,0.0438413606929337,-0.0022681980976735,-0.0333289141755534,0.01345327932321,-0.0124552539893305,0.0371862892568029,0.00981669257305927,0.039036307872762,0.0316662084215989,0.0330208335695151,0.0369399389521177,0.0246405853635214
-0.0365442975665494,-0.0122571082278414,-0.0137399804373839,-0.0265176309341593,-0.00267704003504497,-0.0285487084682312,0.014204915102683,-0.0265762659956612,0.0337004942647901,-0.0231486785675553,-0.0218906744628383,0.00427742339150666,0.0087398658409863,0.0209325057210967,0.0291947806835984,0.0292920389547513,0.0431934471479755,0.0170024351347564,0.0460799347366587,0.00992507776946147
-0.04274241450751,-0.0106585534572084,-0.0302524320450627,-0.0209385783145232,-0.0179673699426612,-0.0260146681458485,0.00131473619874132,-0.0265444850042326,0.0158087101073623,-0.0227024542106086,-0.025790426180395,0.0318221389900427,-0.00829238024196641,0.0453825669938313,0.00700865266697635,0.0469640242511464,0.0326945717236629,0.0342822721734313,0.0372272663397775,0.0252362515816027
-0.0276268503582823,-0.0208576679373986,-0.0128901376925841,-0.0308437905989461,0.00243093719071452,-0.0288891190719419,0.0150735624427031,-0.0252019623065788,0.0243987503784487,-0.0187943944926449,-0.0369049516132076,0.0314681268709643,-0.018110843623641,0.055990749472813,0.00354241133231546,0.0509882375416679,0.0229032384846399,0.0390743464487197,0.0359714001356146,0.0265464016608951
-0.0220948843142045,-0.0193816534600882,0.0012272738805331,-0.0310782813773934,0.0266559015671422,-0.0290181984517822,0.0526599307601508,-0.0129950434895915,0.0571808677553082,-0.0102637544088386,-0.0338868933172435,0.0223538919961681,-0.00774948462017189,0.02843321906843,0.014173201876829,0.0286865415920416,0.0276420857170316,0.0243283474423844,0.035853454619244,0.0191641332358967
