u1_1,u1_2,u1_3,u1_4,u1_5,u1_6,u1_7,u1_8,u1_9,u1_10,u2_1,u2_2,u2_3,u2_4,u2_5,u2_6,u2_7,u2_8,u2_9,u2_10
0.0255682249585377,-0.0240719471541803,0.0321588976474893,-0.0284924386984261,0.0466398573576374,-0.0290323418180661,0.0994467054274855,-0.0063958689564877,0.0983842699468023,-0.00228789052772274,0.0199155173336551,-0.00179450344390515,0.0435495397940317,0.0164293856190345,0.057295498164275,0.0212312600344631,0.0737482841292389,0.0286904248572377,0.0673387643209004,0.00880357865000275
0.0211201374962879,-0.0201326767560035,0.03595386491434,-0.0287171088552376,0.0418455660815513,-0.0293915753272767,0.0529588040076963,-0.0264720492046697,0.079908187684417,-0.0156161305714069,0.0289025546414742,0.027511814350349,0.0403208879759189,0.0317012600061473,0.0540900605315021,0.0338278628893806,0.0734808667172554,0.0272953860666209,0.0905383318963699,0.011856754469938
0.0143182864135826,-0.0197641457427842,0.0303511375156618,-0.0289827359874195,0.0301027089944262,-0.0292089561525815,0.0299585768697367,-0.0293678600874382,0.0709573262923363,-0.0202007035788996,0.0143611333145605,0.00905081190281306,0.0674930926634159,0.0215937054224553,0.0684470120941115,0.0269629966572514,0.0699732229609174,0.0264521017205371,0.0890327924449717,0.0066512492243383
0.00519258685662082,-0.007949772353554,0.0153878052593164,-0.0202422734219759,0.0459527103715911,-0.0285334103736474,0.0698616488502376,-0.0176897396425308,0.0899632473962921,-0.00750917162227439,0.0170280796886478,0.0136536674108468,0.0347675885220529,0.0311010508612715,0.0534974036371319,0.03495511641311,0.0683136184471675,0.03087008962565,0.0833838009300422,0.0154572855250875
0.00511654808193918,-0.0109270353085124,0.0212050680675917,-0.0237591089599386,0.0404847965764716,-0.0321262462305767,0.0617500446245814,-0.0297330463619973,0.0896340428896134,-0.0163199074787411,0.0158262660969225,0.00540147941057251,0.0248058030939371,0.0166028251585176,0.0480253962313383,0.0325669273556726,0.0762398737777625,0.0276356146700873,0.0915960529618462,0.0120600045843524
0.0247794185225032,-0.0254741103952396,0.0565923126628623,-0.027853374443997,0.0563864841359086,-0.0264571675466325,0.0683519196048279,-0.019500976011496,0.083796078748899,-0.0096434291803621,0.0201601251659722,0.0212395439676924,0.0457515880426749,0.0361026888354794,0.0481507086713881,0.0360636034091971,0.0642942931849713,0.033576761431837,0.081730579191167,0.0181975546722097
0.00987146900048438,-0.0143295933278628,0.0315578570355049,-0.0288484595758703,0.0486435445083221,-0.0359489906344594,0.0861606660916519,-0.0205828584705855,0.100480581151663,-0.00675739694905774,0.0144021908051085,0.0131156835609543,0.0368178423225231,0.0277220908698606,0.0506746772803991,0.0320031198244113,0.0736198311974319,0.0300834365027576,0.091567629552799,0.0122128686661836
0.00477566441699337,-0.0153604261347442,0.020557710566858,-0.0353992958857123,0.0359569733500279,-0.0420100027394057,0.0627570833659919,-0.0302687945446558,0.0842117372538534,-0.00783615003793397,0.00793876983777481,0.0120792923445718,0.0279481594803332,0.03612454214105,0.0541183132344952,0.0409058784747372,0.0744086648189703,0.0271159448957037,0.0886056670969508,0.00965874591999282
0.00503727203356109,-0.01529014231955,0.0191835666520995,-0.0263697092461597,0.0468297013793579,-0.0306882428041507,0.0754832589153339,-0.0240320300629675,0.0937855761212017,-0.00865290371627825,0.00915339289294417,0.00838540966318992,0.0373044410443647,0.0302016520283404,0.0567582124403271,0.0338981331934184,0.0789876696925462,0.0288230922594063,0.0923361350237862,0.0121090589602362
0.00490181409265156,-0.00791896021192751,0.0207411891518321,-0.0245316527877549,0.0397527664670249,-0.0294656822434693,0.0669881536311406,-0.0232770212689724,0.0885837252415321,-0.00983553633574527,0.0161614636956716,0.0132435220280757,0.0381776054617606,0.0304990744114628,0.0534225814647137,0.0329843018191867,0.0735421215243034,0.0302591389362232,0.0912457753888974,0.0128725057577729
0.00453169576393047,-0.00914947276668529,0.0131691664184776,-0.0212045478753014,0.0364432641873189,-0.0293464086482284,0.0640454001949074,-0.0232533685788946,0.0844136875358424,-0.00605321685079773,0.0114412364621977,0.0134695151684559,0.0330933868239912,0.0378659837917129,0.0539038745840355,0.0419305264247503,0.0763584355853407,0.0310311050362484,0.0954460971762948,0.00958125245470687
0.00731054175039209,-0.0128520245999061,0.0286115137401348,-0.0297618742500339,0.0480259077998576,-0.0276520316345793,0.0731833329970447,-0.00993738355297415,0.0907779083397261,-0.00269210338555633,0.0207867150714039,0.0226447898353897,0.0408875472314795,0.0367521388564343,0.0676114592420127,0.0388126809244242,0.0896584946063917,0.0184078153273046,0.0956516337112863,0.00564847398434802
0.00537880645189562,-0.0138496678988995,0.0174518951913935,-0.0239767367634328,0.0316623055431166,-0.0326381616746596,0.0504999025037065,-0.0364044538700993,0.0887987696643166,-0.0215922373439795,0.0171301398893127,0.0154217775155274,0.0430956660864434,0.027151743790305,0.0587545299410476,0.0302142105155687,0.0754021832417148,0.0266660363255162,0.0911873672856589,0.0160708360414369
0.0166985894361969,-0.0203005913308658,0.030452408242641,-0.0325236305918877,0.0401356361927162,-0.037709507574002,0.0483750891844276,-0.0373703890396384,0.0796182265060229,-0.0162948003950707,0.0184301045917444,0.0142530479776831,0.0438560435479769,0.0267812862760643,0.0599997429127764,0.033958082702557,0.0731317208177625,0.0266532379191619,0.0871376067033499,0.0139282129332864
0.0118068975855875,-0.0221424040434849,0.033223412100035,-0.0349496963425462,0.054822318367591,-0.0394659925390356,0.0616593018093348,-0.0388785605494534,0.096355771935465,-0.0204479582392227,0.0140560766455184,0.0142712908207394,0.0421739818858703,0.0276560070807004,0.0642080393441766,0.0283597097007705,0.0759336053523937,0.0269003337722451,0.0947563877956725,0.00905146029360777
0.0182227146712581,-0.0288668538049988,0.0293259440013068,-0.0313484606386771,0.0304932716761783,-0.0267202047502315,0.0572700102944892,0.00227477377993334,0.0933245209758801,0.00937792113064557,0.0109596818252295,0.0093181686819775,0.0299617712521865,0.0228869583799086,0.0294745369855208,0.0212356659621149,0.0494395224853769,0.0129574237156147,0.0933090252517696,0.0053725347782668
0.00909698640067741,-0.00842302476449823,0.0203572193547134,-0.0170583755533107,0.0311842069938825,-0.023452314417154,0.0376308297845609,-0.0231935679762375,0.0719138996657738,-0.0114318013537645,0.0105108743409807,0.0074647441860654,0.0233714374555711,0.0139841730135048,0.0397648091392848,0.0172854066770165,0.0555442121418493,0.0221708769978994,0.0847169388880155,0.0132461341298678
0.0109538900269868,-0.0197803056344972,0.0258754797133855,-0.0169165304094175,0.0279900892951199,-0.0183939945232248,0.039379958516356,-0.0219397752123,0.0795672930800903,-0.00712157810225157,0.0271048254728269,0.0137182198908225,0.0297109703734788,0.0134280018927234,0.0321976295701587,0.0143048423098036,0.0532615831731849,0.023290812222814,0.0870250706795869,0.0209304154003995
0.00782846928410277,-0.0123869637901939,0.0192864018410191,-0.0191940561094315,0.0357868214342848,-0.0209476629859321,0.0446817255647187,-0.0205807762564888,0.0677450573222022,-0.0114112505107551,0.0183578480714399,0.0128447126095258,0.0318450217770837,0.0158011823622754,0.0507306574955149,0.0219960683081661,0.0676896085330438,0.0224465079130447,0.0818251602885808,0.00981537858779548
