u1_1,u1_2,u1_3,u1_4,u1_5,u1_6,u1_7,u1_8,u1_9,u1_10,u2_1,u2_2,u2_3,u2_4,u2_5,u2_6,u2_7,u2_8,u2_9,u2_10
0.0214196930660452,0.0126279002573444,0.0398547160939214,0.016294113990865,0.0538817587366352,0.0149269984954316,0.0673093255881215,0.0124735540373855,0.0810317528284603,0.00284028575612482,0.0166291692620883,0.00960838108444878,0.0365173637613565,0.0238499636979954,0.0579369185728753,0.0294175460975462,0.0828527845901718,0.0228671109773539,0.0885971999868242,0.0218568209359432
0.0314266764178766,-0.00132217352868115,0.0732315417130097,-0.00309549966606997,0.0975587325276981,-0.00268351415313839,0.0976575820576005,0.00335577153566204,0.0969387240018419,0.00614906458907648,0.0188616999294498,0.00714408454656171,0.041264457091404,0.0114584729601223,0.0570900039001562,0.0270737463252785,0.0818591075260937,0.0203790151135653,0.093064763274984,0.0110233111050619
0.0287052132814264,-0.017152715481358,0.0388025062878716,-0.0226141165761947,0.0710680741805171,-0.0240537269824453,0.101854557116664,-0.0158068340897428,0.104348241787685,-0.0113257926744883,0.0188330483676286,0.0134457980682418,0.0370402414769716,0.0268837723787922,0.050448822590752,0.0289488847582438,0.0808714580305762,0.0228188460423442,0.0932498893115223,0.0151657248545282
0.011545952809904,-0.00810697005826244,0.0322128299315083,-0.0244730903298097,0.0563273348493881,-0.033541133440546,0.0926690424819707,-0.0195543009435044,0.0992150284757651,-0.0113161164543534,0.0168243604798449,0.0195993764974117,0.0316755414050095,0.037604332711845,0.0611293855864435,0.0312737177409564,0.0875885052575525,0.0214750198358049,0.0959610782714968,0.00749757703514195
0.00974467590081418,-0.0182286953071092,0.0380426450101688,-0.0266634289880709,0.0646257262146152,-0.0247719198125731,0.0828806741958077,-0.0158859592060646,0.0908687504704015,-0.0109598682265122,0.0201992364377222,0.0138282596240738,0.0489970716339625,0.0265238839383648,0.0809712737421255,0.0187406658525631,0.0971183780285793,0.00592367149886562,0.103888292109387,-0.0124376667265184
0.0238785134350376,-0.0201895712955302,0.0623497110643858,-0.0226905340636142,0.0811523494822996,-0.00920590289120727,0.0843112618563892,-0.00175007876979225,0.0970117029982468,-0.00812336184933216,0.0329015790572506,0.0326856759166407,0.0791181844386199,0.0337914358863995,0.0984453337131861,-0.00336807954645387,0.0997028752100717,-0.00539723669591781,0.0991966061076631,-0.00513650300911392
0.0122570123145529,-0.0110620416838249,0.0415892874718737,-0.0285896435237481,0.06271872411824,-0.0264670169972695,0.0913923145979126,-0.0187241870039644,0.0987339337203435,-0.0105883890707188,0.0260943241516968,0.00178702439051125,0.0567799296541784,0.020442685616961,0.0795666297222244,0.0291369823653829,0.0940709564977252,0.0149180642537763,0.0963481809285583,0.00926740276318296
0.0114115947142023,-0.0149400350867554,0.0332926211872523,-0.0261973188021976,0.0618726677193928,-0.023757432051826,0.0860147057049991,-0.0130444421541652,0.0894531559003539,-0.00226715558819117,0.0253511068527129,0.0330235854016274,0.0447649741113854,0.0488541622710625,0.0683768664796071,0.0410477316942121,0.084661967069588,0.0313248281899146,0.0987980426583603,-0.00187063400929253
0.0132031511520435,-0.014351690550256,0.0405468280567864,-0.030505754744579,0.0658123457924852,-0.0248776815812049,0.0883998550890927,-0.0132616877662602,0.101347123934297,-0.00800785009171779,0.0114617657669279,0.0282650215491364,0.0311936428786029,0.0549840927190056,0.0541871456383797,0.0505659901198564,0.0744630394624486,0.0378579131629977,0.0872796351308136,0.024346560095382
0.024882993854945,-0.0175013084489421,0.0506932443500414,-0.0310578916881998,0.0795303517885273,-0.0282105731219856,0.105804867662213,-0.0115952681206469,0.107114259956022,-0.0100408478152084,0.0102635135096133,0.0144724054383717,0.0372582784950233,0.0271630312515317,0.06180942390295,0.0289798896914926,0.0771587166692617,0.0245379798188681,0.0859720052892668,0.0189998026168751
0.0235910709608319,-0.0210134932070465,0.0521397846753265,-0.0418051773704555,0.0883623566260696,-0.0327978909331224,0.101654387402911,-0.0207591360518901,0.102184305292556,-0.00677786106284787,0.0198526663761115,0.0409436024656582,0.0347851053944136,0.0631802644986868,0.03572569584018,0.0625428301286035,0.0643484998688549,0.0319375062979087,0.089099406115309,0.0106372781587657
0.0139745393315598,-0.0144598493626122,0.0334336574438059,-0.0278921766322824,0.0552433467703103,-0.0247443720857251,0.0805958340729912,-0.017855250241981,0.0914925961470699,-0.00814772053044109,0.0112897689678023,0.022660597398756,0.0327360192530605,0.0479688721439406,0.0578881938484145,0.0443703315179976,0.0825140859876214,0.0289374459029774,0.0911831472134102,0.0159762965904604
0.00961858444683719,-0.0147359097892409,0.0312275934102505,-0.0265947656929692,0.0381726906087087,-0.0271830077364772,0.0582185863010696,-0.0260510008796609,0.102616193214063,-0.00962480391595164,0.0104886887772417,0.0189299983546575,0.0205676774713306,0.0216813038252709,0.0291798123258752,0.0218106600007536,0.046465626021548,0.020096087139291,0.0838112156575772,0.0222575555223015
