u1_1,u1_2,u1_3,u1_4,u1_5,u1_6,u1_7,u1_8,u1_9,u1_10,u2_1,u2_2,u2_3,u2_4,u2_5,u2_6,u2_7,u2_8,u2_9,u2_10
0.0445412560393483,-0.0129909835348742,0.0489655285020927,-0.0289452160232262,0.0564154978694264,-0.0290494397678008,0.0971729794277188,0.000596786600382716,0.0970731235703296,0.00331111625389704,0.0178409454908122,0.00972480460542611,0.0373500335882405,0.0301943887829415,0.0507989441455462,0.029674679253911,0.0736357677632778,0.0168684311794928,0.0853507820851533,0.00927322816229223
0.0560542875697248,-0.0345620247316654,0.0543853601876051,-0.020336856576891,0.100102587491971,-0.0022446935541894,0.0970411082146884,0.00367156957427962,0.0993995755327779,0.00151227946620123,0.0351311600179331,0.0285426009171176,0.0481531362692134,0.0315041961708356,0.0522893228678665,0.0302349694808306,0.0795386299199881,0.00949591109294306,0.0941505322521787,0.00549245532089
0.0394150990249246,-0.0224714458585836,0.0501683492096262,-0.0319700702026336,0.0914876617380235,-0.00723580594101179,0.0958782069315529,0.00328634930935023,0.0966319508983779,0.00196193299874655,0.0205287897462477,0.0116267826065442,0.0416480797977761,0.0280077523893072,0.0499770206719334,0.0305036577308226,0.0663928509712105,0.023374978211876,0.0770855048448673,0.0100191040053566
0.0326774442954256,-0.00864448124951828,0.0486774817008531,-0.0265405112261223,0.0500067335500423,-0.0301930973099034,0.0836090310192987,-0.0128575182690925,0.0987077337798772,-0.00190597290565261,0.0244476858020859,0.0244688550819239,0.0428896989245523,0.0262893774571064,0.0502372395519381,0.0314857323450933,0.0614627134058201,0.0258384582690477,0.084273742530203,0.00918232840870535
0.0357052448435642,-0.0218770766505563,0.0458730395752501,-0.0275408064540842,0.050393660441093,-0.0340701751401165,0.0745010365000716,-0.0231354673324201,0.0992033087391514,-0.00333581156560089,0.0268198392309355,0.0138685175943111,0.0413562386275903,0.030455255647353,0.0483457614837287,0.0324057476294486,0.068274619291254,0.0230503233267767,0.0809385032984424,0.0104222741257382
0.0356945427876008,-0.0154558973929366,0.0501775701980336,-0.0303425487732351,0.0523335184138531,-0.0285149540655106,0.0798628922712189,-0.0131216730256349,0.0921792640562739,-0.00231110544399271,0.0351875807951609,0.0277666981472215,0.0470720747637621,0.0319194291355695,0.064872551995247,0.0227352889887799,0.0843311321396001,0.00639634988706076,0.0998756230418765,-0.00472103612652023
0.0240031791108628,-0.0127773241923383,0.0451487350520926,-0.0320594416894422,0.0521411427469131,-0.0311219741480252,0.08254638807666,-0.0151187029041969,0.0979507643300795,-0.00224625356583318,0.0318947310344979,0.0111736115004592,0.0438614946908177,0.0265934136280087,0.0493730054127482,0.032229089969672,0.0630036003043321,0.0246998621682966,0.0832790694221017,0.0103153142632971
0.0425423107605333,-0.0258563098765313,0.0559537007490962,-0.030794880926765,0.0946945596466916,-0.0097480734560422,0.0994022737621055,-0.0014554670731752,0.0988202043864206,0.00120379546439249,0.0304078635922506,0.00880082752468452,0.0432386322176794,0.0258016396983056,0.0513461785203741,0.031909571394034,0.070639882404546,0.0172161601629942,0.079102064133244,0.00532949010435505
0.0154000828145548,-0.00797718710373721,0.0362434299563594,-0.0262561626477188,0.0483891896985631,-0.0292120182592308,0.0578926419955825,-0.0266146953716247,0.0806184339786864,-0.0144213585426887,0.0302529204526765,0.0119944750986063,0.0452768706981075,0.0287112747855716,0.0493885199047758,0.0319095682065685,0.0706600705854481,0.0187999280880674,0.0905130423125593,0.00818495796740354
0.0249157981297056,-0.00610914051971646,0.0415138539580565,-0.0244506711704131,0.0479306812210731,-0.029743571728158,0.060415868440291,-0.0288564913480664,0.0810140556496274,-0.0161800676339717,0.0354271908083773,0.00772761065910921,0.0477700799990073,0.0247367445069455,0.0469717811541842,0.0306513580780876,0.0556132356958817,0.0313372522415021,0.0767683246228843,0.0130240415455754
0.0167876654083981,-0.00710510238074467,0.0338379772790875,-0.0219030725043635,0.044652681954583,-0.0291497225825246,0.0518510825800544,-0.0313390305149697,0.0785397125163637,-0.0109009764305226,0.0371535506962287,0.021379326450812,0.0463680556120542,0.0287121034024368,0.0498978907694964,0.0318020587801722,0.0673464146614356,0.0222420195113528,0.0877337531993723,0.0129192274923121
0.0256338231284678,-0.0106094062267935,0.0422261700703957,-0.0253426219504052,0.0491517555255018,-0.0297889116566909,0.0719999811175563,-0.0243493728912899,0.0906645620074842,-0.0117586593130468,0.0330702118149215,0.0196482400258189,0.0456274699496203,0.0326770636677156,0.0526810937612975,0.0297331831455866,0.0735616681951989,0.0175420398556302,0.0922610858804455,0.0057856037750385
0.0364360360799432,-0.00973312907648462,0.0449198727992533,-0.0203338050655233,0.0502567019911779,-0.0303306049861107,0.0671014963786362,-0.0188191169535227,0.0962493330503933,-0.00537845683979352,0.0349115979259446,0.0124193758951383,0.0500204566705936,0.0260242944451805,0.047770492220557,0.0218683014099578,0.0521602125337654,0.0329537557711429,0.0856129336015188,0.0231665257047255
0.0332771683082949,-0.0130252308553382,0.045640413254441,-0.0241754955496976,0.0584568737315203,-0.0223901193648707,0.0852982800328628,-0.00307505806834558,0.100494485305475,-0.00405908803784263,0.0354632199291719,0.0166199194734142,0.0506686275571805,0.0228145582732186,0.0450474983707722,0.0272477276454937,0.0564998657966575,0.0302803031181291,0.086898058868514,0.0100174029742174
0.0290191718979286,-0.00822561824981043,0.0392588310428958,-0.0182831715624808,0.051317330642386,-0.0263165178713585,0.0542872528778792,-0.0322947122427763,0.0674063104152096,-0.0259294125863231,0.0397298817259892,0.0166571927342825,0.0506467464658775,0.0306127481608964,0.0745198155338823,0.0194472449167286,0.0936539468857206,0.0062654646734031,0.0970013730998446,-0.000953562374842993
0.0302094844773898,-0.0165557640902049,0.0514895453431653,-0.0293537948685688,0.0759414242795045,-0.00302812489703666,0.0988975943601793,0.00066296917692285,0.0994174784083764,-0.00141105439779999,0.0442501249215697,0.0209117423408602,0.0438193639136346,0.0221227720715373,0.0524916553352028,0.027911577777208,0.0499071434377981,0.0302569850433207,0.0891415916036646,0.0111417133969934
0.0372703169865145,-0.0132192660540648,0.0469950344712693,-0.024268498829154,0.0494775749122946,-0.0289251108853211,0.0832206124645746,-0.00271251344126554,0.0998430434518043,-0.00314976184590224,0.045253725099828,0.0231610714075741,0.0498686044288691,0.0268403088104319,0.04603452976894,0.0213463707589038,0.0532094523256843,0.0331980454890171,0.0847584250971211,0.0135595328618563
0.0187295322858653,-0.00984806326269197,0.0422089647049219,-0.023664235055664,0.0494411236767708,-0.0292601504758678,0.0518462939520617,-0.0292902096910715,0.0802143691949345,-0.011856972031763,0.0418396707010808,0.0232830128755669,0.0479242787668927,0.0314411653746146,0.0505102524899272,0.0303654495006931,0.0675797958177994,0.0161685086413443,0.0882533895808134,0.00614765456384168
0.0326522988461245,-0.0194180014195506,0.0517168219627934,-0.0283721929428447,0.0827444798785958,0.00304874594022395,0.0976150468918424,0.00256107506422591,0.0996935920174963,0.00027230988779718,0.0315799170898776,0.00709202729645223,0.0436751014328635,0.00144791457570246,0.0456587406234864,0.0269528521146102,0.0552917199632731,0.0313423071348755,0.0752202058347179,0.0140528373386549
0.0136068716794892,0.00477874648876146,0.0360851633600915,-0.0127472468805586,0.0454684648539865,-0.022406582351843,0.0504258161559681,-0.0287705459487768,0.0710739170193589,-0.0208211898697774,0.0321016313979859,0.0260551751174567,0.0488655729934341,0.025199928530107,0.0488239947501007,0.0274798734456844,0.0540917512707033,0.0293243319700615,0.0867889728427216,0.0185562347321559
